year,title,length,score,sales,genre
2013,The Fifth Estate,16,57,8,Drama
2013,The Young and Prodigious T.S. Spivet,36,67,9,Adventure
2013,Carrie,6,58,82,Drama
2013,All Is Lost,11,66,6,Action
2013,12 Years a Slave,16,79,187,Drama
2013,Bad Grandpa,11,60,151,Comedy
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2013,The Counselor,13,50,71,Thriller
2013,Ida,3,71,10,Drama
2013,Thor: The Dark World,20,68,644,Action
Family,Family,Family,Family,Family,Family
2013,Last Vegas,10,64,134,Comedy
2013,Philomena,9,74,100,Drama
2013,The Book Thief,14,74,76,Drama
2013,The Hunger Games: Catching Fire,31,74,847,Adventure
2013,The Best Man Holiday,20,67,71,Comedy
2013,Saving Mr. Banks,16,73,112,Comedy
2013,Homefront,9,64,43,Action
Family,Family,Family,Family,Family,Family
2013,Black Nativity,14,58,7,Drama
2013,Out of the Furnace,18,65,15,Thriller
2013,Mandela: Long Walk to Freedom,29,65,27,Drama
2013,47 Ronin,8,59,150,Drama
2013,The Hobbit: The Desolation of Smaug,35,76,958,Adventure
2013,American Hustle,15,68,251,Drama
Family,Family,Family,Family,Family,Family
2013,The Secret Life of Walter Mitty,31,70,188,Adventure
2013,Her,3,79,47,Romance
2013,Anchorman 2: The Legend Continues,33,60,173,Comedy
2013,Lone Survivor,13,74,149,Action
2013,The Wolf of Wall Street,23,79,392,Crime
2013,Grudge Match,12,60,44,Comedy
2013,The Railway Man,15,67,22,Drama
2013,August: Osage County,20,69,74,Comedy
2013,Labor Day,9,67,20,Drama
2014,Paranormal Activity: The Marked Ones,36,52,86,Horror
2014,Ride Along,10,61,153,Action
2014,Devil's Due,11,44,36,Horror
2014,The Legend of Hercules,22,44,61,Action
2014,Jack Ryan: Shadow Recruit,25,59,50,Action
2014,Wish I Was Here,15,64,5,Drama
2014,The Skeleton Twins,18,67,5,Drama
2014,"I, Frankenstein",15,50,71,Horror
Action,Action,Action,Action,Action,Action
2014,Non-Stop,8,68,222,Action
2014,That Awkward Moment,19,61,26,Comedy
2014,RoboCop,7,57,242,Action
2014,The Lego Movie,14,75,469,Adventure
Family,Family,Family,Family,Family,Family
2014,Endless Love,12,67,34,Drama
2014,Winter's Tale,13,60,30,Drama
2014,About Last Night,16,60,49,Comedy
2014,3 Days to Kill,14,60,52,Action
2014,Pompeii,7,52,117,Action
2014,The Grand Budapest Hotel,24,80,174,Comedy
2014,Son of God,10,59,67,Drama
2014,300: Rise of an Empire,22,61,337,Action
2014,Need for Speed,14,61,203,Action
2014,Under the Skin,14,60,5,Thriller
2014,Divergent,9,69,288,Adventure
Family,Family,Family,Family,Family,Family
2014,Noah,4,56,362,Drama
2014,Muppets Most Wanted,19,62,80,Comedy
2014,Captain America: The Winter Soldier,35,76,714,Action
2014,Moms' Night Out,15,55,10,Comedy
2014,Sabotage,8,55,17,Action
2014,Joe,3,65,2,Drama
2014,Draft Day,9,65,28,Drama
2014,Transcendence,13,59,103,Thriller
2014,The Other Woman,15,62,196,Comedy
2014,The Amazing Spider-Man 2,24,65,705,Action
2014,Heaven is for Real,18,60,101,Drama
2014,Brick Mansions,14,57,68,Action
2014,Barbecue,8,58,14,Comedy
2014,Neighbors,9,62,268,Comedy
2014,Million Dollar Arm,18,66,38,Drama
2014,X-Men: Days of Future Past,26,75,747,Action
2014,The Fault in Our Stars,22,76,307,Romance
Action,Action,Action,Action,Action,Action
2014,Blended,7,66,123,Comedy
2014,Edge of Tomorrow,16,76,370,Action
2014,Maleficent,10,70,758,Fantasy
Drama,Drama,Drama,Drama,Drama,Drama
2014,Boyhood,7,75,44,Drama
2014,22 Jump Street,14,70,188,Crime
2014,Obvious Child,13,67,3,Comedy
2014,How to Train Your Dragon 2,26,76,609,Fantasy
2014,Earth to Echo,13,57,45,Family
2014,Think Like a Man Too,20,64,70,Comedy
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2014,Tammy,5,50,100,Comedy
2014,Lucy,4,63,126,Action
2014,The Purge: Anarchy,18,66,108,Horror
2014,Sex Tape,8,53,126,Comedy
2014,And So It Goes,14,57,25,Comedy
2014,Hercules,8,56,243,Action
2014,A Most Wanted Man,17,65,31,Thriller
2014,Guardians of the Galaxy,23,79,773,Action
2014,Get on Up,9,64,31,Drama
2014,The Expendables 3,17,61,206,Action
2014,The Hundred-Foot Journey,24,73,88,Drama
2014,Into the Storm,14,58,160,Action
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2014,The Giver,9,64,66,Drama
2014,Let's Be Cops,13,64,136,Comedy
2014,"As Above, So Below",18,61,40,Horror
2014,Sin City: A Dame to Kill For,28,63,39,Crime
2014,If I Stay,9,73,78,Drama
2014,When the Game Stands Tall,25,63,30,Drama
2014,The Prince,10,46,266,Thriller
2014,The November Man,16,60,32,Crime
2014,Birdman,7,74,103,Drama
Drama,Drama,Drama,Drama,Drama,Drama
2014,The Green Inferno,17,50,6,Action
2014,Black or White,14,65,21,Drama
2014,Miss Julie,10,59,5,Drama
2014,This Is Where I Leave You,25,65,41,Drama
2014,The Maze Runner,15,70,348,Action
Family,Family,Family,Family,Family,Family
2014,No Good Deed,12,56,53,Crime
2014,Beyond the Lights,17,70,14,Romance
2014,Dolphin Tale 2,14,67,52,Family
2014,A Walk Among the Tombstones,27,62,53,Crime
2014,Tusk,4,51,1,Comedy
2014,The Equalizer,13,71,192,Thriller
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2014,The Book of Life,16,73,97,Romance
Drama,Drama,Drama,Drama,Drama,Drama
2014,Dracula Untold,14,62,215,Horror
2014,Annabelle,9,56,255,Horror
2014,Left Behind,11,37,19,Thriller
2014,The Judge,9,72,83,Drama
2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",59,61,100,Family
2014,St. Vincent,11,71,54,Comedy
2014,Kill the Messenger,18,66,2,Thriller
2014,Whiplash,8,83,13,Drama
2014,Escobar: Paradise Lost,22,61,3,Thriller
Action,Action,Action,Action,Action,Action
2014,The Best of Me,14,72,35,Drama
2014,Nightcrawler,12,76,38,Crime
2014,Ouija,5,49,103,Horror
2014,Big Hero 6,10,78,652,Adventure
2014,Mr. Turner,10,63,5,History
2014,Interstellar,12,81,675,Adventure
2014,Dumb and Dumber To,18,54,169,Comedy
2014,The Imitation Game,18,80,233,History
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2014,Penguins of Madagascar,22,65,373,Family
2014,The Theory of Everything,24,78,123,Drama
2014,Horrible Bosses 2,17,61,107,Comedy
2014,Paddington,10,70,259,Family
2014,Exodus: Gods and Kings,22,56,268,Adventure
2014,Wild,4,70,52,Drama
2014,Still Alice,11,75,43,Drama
2014,The Hobbit: The Battle of the Five Armies,41,71,956,Action
Action,Action,Action,Action,Action,Action
2014,Top Five,8,63,25,Drama
2014,Seventh Son,11,52,114,Adventure
2014,Taken 3,7,61,325,Thriller
2014,Night at the Museum: Secret of the Tomb,39,61,349,Adventure
2014,Annie,5,60,133,Comedy
2014,Big Eyes,8,68,28,Drama
2014,Unbroken,8,73,163,Drama
Action,Action,Action,Action,Action,Action
2014,The Interview,13,61,12,Action
2014,The Gambler,11,57,39,Thriller
2014,Selma,5,74,66,History
2014,Into the Woods,14,56,212,Fantasy
2014,Inherent Vice,13,65,11,Comedy
2014,A Most Violent Year,19,65,12,Crime
2015,Blackhat,8,51,17,Crime
2015,Mortdecai,9,54,30,Comedy
2015,Ex Machina,10,76,36,Drama
2015,The Boy Next Door,17,41,52,Thriller
2015,The Lazarus Effect,18,51,64,Thriller
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2015,It Follows,10,66,14,Horror
Family,Family,Family,Family,Family,Family
2015,Fifty Shades of Grey,20,52,571,Drama
2015,Demonic,7,49,3,Thriller
2015,The Gunman,10,55,13,Action
2015,Dragon Blade,12,59,121,Action
2015,The DUFF,8,68,43,Romance
2015,"McFarland, USA",14,74,45,Drama
2015,Hot Tub Time Machine 2,22,50,12,Comedy
2015,Focus,5,67,153,Romance
2015,The Second Best Exotic Marigold Hotel,37,63,85,Drama
2015,Chappie,7,66,104,Crime
2015,Unfinished Business,19,50,14,Comedy
2015,Run All Night,13,63,71,Action
2015,Cinderella,10,67,543,Romance
2015,Child 44,8,61,3,Crime
2015,Insurgent,9,62,295,Adventure
2015,Home,4,68,368,Fantasy
2015,Danny Collins,13,66,10,Comedy
2015,Get Hard,8,59,111,Comedy
2015,Furious 7,9,73,1506,Action
2015,While We're Young,17,58,7,Comedy
2015,The Longest Ride,16,73,63,Drama
2015,Woman in Gold,13,73,61,Drama
2015,The Age of Adaline,18,74,65,Fantasy
2015,Paul Blart: Mall Cop 2,22,50,107,Action
2015,Unfriended,10,55,62,Horror
2015,Avengers: Age of Ultron,23,73,1405,Action
2015,Little Boy,10,70,6,Comedy
2015,Pitch Perfect 2,15,68,287,Comedy
2015,Hot Pursuit,11,54,51,Action
2015,Mad Max: Fury Road,18,72,378,Action
2015,Tomorrowland,12,62,209,Adventure
2015,San Andreas,11,60,470,Action
2015,Aloha,5,52,26,Drama
2015,Insidious: Chapter 3,20,62,104,Drama
2015,Jurassic World,14,65,1513,Action
2015,Inside Out,10,80,857,Drama
2015,Southpaw,8,73,91,Action
2015,Minions,7,64,1156,Family
2015,Paper Towns,11,61,85,Drama
2015,Dope,4,72,17,Crime
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2015,Ted 2,5,62,217,Comedy
2015,Max,3,68,43,Adventure
2015,Magic Mike XXL,14,63,122,Comedy
2015,The Gallows,11,49,42,Horror
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2015,Baahubali: The Beginning,24,75,100,Action
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2015,Pixels,6,56,243,Action
2015,Trainwreck,10,59,140,Comedy
2015,Mission: Impossible - Rogue Nation,34,71,682,Action
2015,The Vatican Tapes,17,46,1,Thriller
2015,Vacation,8,62,104,Comedy
2015,The Little Prince,17,76,97,Adventure
2015,The Gift,8,67,58,Thriller
2015,Goosebumps,10,62,158,Adventure
2015,Fantastic Four,14,44,167,Action
2015,The 33,6,60,24,Drama
2015,The Diary of a Teenage Girl,27,68,1,Drama
2015,The Man from U.N.C.L.E.,23,71,108,Comedy
2015,Straight Outta Compton,22,77,201,Drama
2015,Sinister 2,10,54,52,Horror
2015,We Are Your Friends,19,63,11,Drama
2015,No Escape,9,67,54,Action
2015,The Transporter Refueled,24,52,72,Thriller
2015,Black Mass,10,63,98,Crime
2015,Maze Runner: The Scorch Trials,30,64,311,Action
2015,Legend,6,67,42,Crime
2015,The Visit,9,60,98,Horror
2015,Everest,7,67,203,Adventure
2015,Our Brand Is Crisis,19,58,7,Comedy
2015,90 Minutes in Heaven,20,54,4,Drama
2015,Sicario,7,72,84,Action
2015,Captive,7,56,2,Crime
Family,Family,Family,Family,Family,Family
2015,The Intern,10,71,194,Comedy
2015,Pan,3,59,128,Adventure
2015,The Walk,8,69,61,Adventure
2015,The Martian,11,76,630,Drama
2015,Regression,10,53,17,Horror
2015,Burnt,5,63,36,Drama
2015,Steve Jobs,10,68,34,Drama
2015,Secret in Their Eyes,20,62,34,Crime
2015,Bridge of Spies,15,72,165,Thriller
2015,Room,4,81,35,Drama
2015,Brooklyn,8,72,62,Drama
2015,The Last Witch Hunter,21,57,146,Fantasy
2015,Spectre,7,63,880,Action
Family,Family,Family,Family,Family,Family
2015,Spotlight,9,78,88,Drama
2015,Victor Frankenstein,19,56,34,Drama
2015,Love the Coopers,16,54,24,Comedy
2015,Concussion,10,70,50,Drama
2015,By the Sea,10,54,3,Drama
2015,Heist,5,56,4,Crime
2015,The Good Dinosaur,17,66,331,Adventure
2015,The Hunger Games: Mockingjay - Part 2,37,66,653,Action
2015,In the Heart of the Sea,23,65,93,Thriller
2015,Creed,5,73,173,Drama
2015,Krampus,7,59,61,Horror
2015,Point Break,11,55,133,Action
2015,The Big Short,13,73,133,Comedy
2015,Alvin and the Chipmunks: The Road Chip,38,58,233,Adventure
2015,Ip Man 3,8,65,156,Action
2015,Joy,3,64,101,Drama
Action,Action,Action,Action,Action,Action
2015,The Hateful Eight,17,76,155,Crime
2015,Daddy's Home,12,58,242,Comedy
Family,Family,Family,Family,Family,Family
2016,Jane Got a Gun,14,54,1,Action
2016,The Forest,10,48,40,Horror
2016,13 Hours: The Secret Soldiers of Benghazi,41,70,69,Action
2016,The 5th Wave,12,56,109,Adventure
2016,Ride Along 2,12,61,124,Action
2016,How to Be Single,16,59,112,Comedy
2016,Dirty Grandpa,13,57,94,Comedy
2016,The Monkey King 2,17,60,193,Action
2016,The Boy,7,58,64,Horror
2016,Airlift,7,73,32,Thriller
2016,Kung Fu Panda 3,15,67,521,Action
2016,The Finest Hours,16,63,52,Action
2016,Fifty Shades of Black,21,43,21,Romance
2016,Pride and Prejudice and Zombies,31,55,16,Romance
2016,"Hail, Caesar!",13,57,63,Comedy
2016,Zoolander 2,11,47,55,Comedy
2016,Deadpool,8,74,783,Action
2016,Midnight Special,16,62,6,Adventure
2016,Triple 9,8,56,12,Action
Drama,Drama,Drama,Drama,Drama,Drama
2016,Risen,5,57,46,Action
2016,Race,4,71,24,Action
2016,Gods of Egypt,13,53,150,Fantasy
2016,Eddie the Eagle,15,72,46,Comedy
2016,London Has Fallen,17,58,205,Action
2016,Allegiant,9,59,179,Adventure
2016,The Young Messiah,17,64,6,Drama
2016,10 Cloverfield Lane,19,68,108,Thriller
2016,Miracles from Heaven,20,67,77,Drama
2016,My Big Fat Greek Wedding 2,26,55,88,Romance
2016,Batman v Superman: Dawn of Justice,34,57,873,Action
2016,God's Not Dead 2,16,57,23,Drama
2016,The Huntsman: Winter's War,26,60,164,Action
2016,The Jungle Book,15,67,966,Family
2016,The Boss,8,55,78,Comedy
2016,Criminal,8,57,14,Action
2016,Green Room,10,67,3,Horror
2016,Keanu,5,60,20,Action
2016,Captain America: Civil War,26,71,1153,Adventure
2016,Neighbors 2: Sorority Rising,28,56,108,Comedy
2016,Our Kind of Traitor,19,60,9,Thriller
2016,Florence Foster Jenkins,23,66,48,Comedy
2016,The Angry Birds Movie,21,59,349,Family
2016,Money Monster,13,65,93,Thriller
2016,The Conjuring 2,15,70,320,Horror
Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi,Sci-Fi
2016,Warcraft,8,63,433,Action
2016,Alice Through the Looking Glass,31,65,299,Fantasy
2016,The BFG,7,60,183,Adventure
2016,Teenage Mutant Ninja Turtles: Out of the Shadows,48,58,245,Fantasy
2016,Now You See Me 2,16,67,334,Action
2016,Me Before You,13,76,207,Drama
2016,The Neon Demon,14,64,1,Thriller
2016,Central Intelligence,20,62,216,Action
Family,Family,Family,Family,Family,Family
2016,Independence Day: Resurgence,28,49,389,Action
2016,The Shallows,12,62,119,Horror
Action,Action,Action,Action,Action,Action
2016,The Purge: Election Year,24,61,118,Action
2016,The Legend of Tarzan,20,55,356,Action
2016,Star Trek Beyond,16,66,343,Action
2016,Sausage Party,13,56,140,Adventure
2016,The Infiltrator,15,66,15,Crime
2016,Ghostbusters,12,53,229,Action
2016,Lights Out,10,63,44,Horror
Drama,Drama,Drama,Drama,Drama,Drama
2016,Jason Bourne,12,59,415,Action
2016,Bad Moms,8,63,183,Comedy
2016,Shin Godzilla,13,65,77,Action
2016,Suicide Squad,13,59,745,Action
2016,Pete's Dragon,13,62,143,Adventure
2016,Ben-Hur,7,53,94,Drama
2016,The Birth of a Nation,21,65,15,Drama
